pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist
"GJ 3473 b",2020,"Transit",1.26400000,1.86000000,1.19800350000,27.36440000
"GJ 3473 c",2020,"Radial Velocity",2.63000000,7.41000000,15.50900000000,27.36440000
"TOI-5205 b",2023,"Transit",11.60000000,343.00000000,1.63075700000,86.44930000
"TOI-237 b",2020,"Transit",1.44000000,2.67000000,5.43609800000,38.07490000
"K2-237 b",2018,"Transit",16.06246934,434.15360396,2.18053332000,314.99500000
"Kepler-284 b",2014,"Transit",2.24000000,5.65000000,12.69914900000,1031.95000000
"Kepler-654 b",2016,"Transit",2.07000000,4.94000000,13.72465129000,974.12400000
"Kepler-199 c",2014,"Transit",3.25000000,10.60000000,67.09340800000,521.05400000
"Kepler-214 b",2014,"Transit",2.61000000,7.32000000,15.66054400000,1208.44000000
"Kepler-87 b",2013,"Transit",13.49000000,324.20000000,114.73635000000,1232.90000000
"Kepler-75 b",2013,"Transit",11.77000000,3209.90000000,8.88491160000,835.35600000
"Kepler-74 b",2013,"Transit",10.76000000,200.22000000,7.34071100000,1177.55000000
"Kepler-145 c",2013,"Transit",4.32000000,79.40000000,42.88200000000,566.85000000
"Kepler-328 b",2013,"Transit",2.30000000,28.50000000,34.92100000000,2213.19000000
"Kepler-115 c",2014,"Transit",2.60000000,7.27000000,8.99088900000,623.60900000
"Kepler-341 c",2014,"Transit",1.70000000,3.53000000,8.01041000000,1047.03000000
"Kepler-225 b",2014,"Transit",1.20000000,1.87000000,6.73897500000,561.10100000
"Kepler-871 b",2016,"Transit",3.74000000,13.50000000,22.04590180000,1976.05000000
"Kepler-56 c",2012,"Transit",9.80000000,181.00000000,21.40239000000,912.99400000
"XO-5 b",2008,"Transit",12.78000000,378.20000000,4.18775580000,276.21100000
"Kepler-447 b",2015,"Transit",18.49000000,435.41000000,7.79430132000,268.04100000
"Kepler-216 b",2014,"Transit",2.35000000,6.12000000,7.69364100000,1187.47000000
"Kepler-259 c",2014,"Transit",2.70000000,7.75000000,36.92493100000,1002.14000000
"Kepler-293 b",2014,"Transit",3.07000000,9.64000000,19.25419600000,974.63300000
"Kepler-291 b",2014,"Transit",2.16000000,5.31000000,3.54651100000,1786.48000000
"Kepler-242 c",2014,"Transit",2.00000000,4.66000000,14.49648100000,600.24100000
"Kepler-240 b",2014,"Transit",1.37000000,2.45000000,4.14449500000,746.92700000
"Kepler-56 b",2012,"Transit",6.51000000,22.10000000,10.50160000000,912.99400000
"WASP-16 b",2009,"Transit",13.67498000,394.10920000,3.11860000000,194.13400000
"WASP-17 b",2009,"Transit",20.96083000,247.90740000,3.73543000000,405.90800000
"WASP-18 b",2009,"Transit",13.89913607,3241.84975140,0.94145223000,123.48300000
"HAT-P-54 b",2015,"Transit",10.58129600,241.55080000,3.79984700000,143.65100000
"Kepler-148 c",2014,"Transit",3.60000000,12.60000000,4.18004300000,791.16300000
"Kepler-179 b",2014,"Transit",1.64000000,3.33000000,2.73592600000,605.68000000
"Kepler-303 b",2014,"Transit",0.89000000,0.64000000,1.93705500000,209.73800000
"Kepler-260 b",2014,"Transit",2.01000000,4.70000000,8.18739900000,627.36500000
"Kepler-226 b",2014,"Transit",1.55000000,24.00000000,3.94099700000,980.13800000
"WASP-26 b",2010,"Transit",13.56289000,270.15550000,2.75660000000,252.75900000
"WASP-33 b",2010,"Transit",17.85593700,665.21819000,1.21987000000,121.94400000
"HATS-14 b",2015,"Transit",11.64615100,340.39593000,2.76676410000,513.01100000
"HD 95086 b",2013,"Imaging",12.90000000,1589.00000000,,86.22790000
"Kepler-165 c",2014,"Transit",2.23000000,5.60000000,15.31299000000,560.88500000
"Kepler-197 d",2014,"Transit",1.22000000,1.98000000,15.67756300000,330.57500000
"Kepler-125 b",2014,"Transit",2.37000000,6.21000000,4.16438900000,183.36500000
"Kepler-306 c",2014,"Transit",2.35000000,6.12000000,7.24019300000,775.67900000
"KOI-351 e",2013,"Transit",2.66000000,7.56000000,91.93913000000,848.25400000
"KOI-351 c",2013,"Transit",1.19000000,1.81000000,8.71937500000,848.25400000
"Kepler-222 c",2014,"Transit",4.64000000,19.40000000,10.08881000000,758.85400000
"Kepler-184 d",2014,"Transit",2.49000000,6.76000000,29.02235800000,610.32600000
"Kepler-309 b",2014,"Transit",1.56000000,3.05000000,5.92365300000,544.56800000
"Kepler-696 b",2016,"Transit",6.14000000,31.30000000,4.19042557500,1416.44000000
"Kepler-11 f",2010,"Transit",2.49000000,2.00000000,46.68880000000,646.34600000
"Kepler-11 e",2010,"Transit",4.19000000,8.00000000,31.99960000000,646.34600000
"Kepler-11 g",2010,"Transit",3.33000000,25.00000000,118.38070000000,646.34600000
"Kepler-166 c",2014,"Transit",2.38000000,6.26000000,34.26028100000,603.53000000
"Kepler-275 b",2014,"Transit",2.34000000,6.08000000,10.30068200000,2034.25000000
"Kepler-1298 b",2016,"Transit",1.31000000,2.27000000,7.12811928000,544.16300000
"Kepler-11 c",2010,"Transit",2.87000000,2.90000000,13.02410000000,646.34600000
"WASP-57 b",2012,"Transit",11.76945000,204.68252000,2.83891856000,398.27600000
"HAT-P-50 b",2015,"Transit",14.43719200,429.07050000,3.12201090000,515.45800000
"MOA-2008-BLG-379L b",2013,"Microlensing",13.00000000,1300.00000000,,3300.00000000
"HD 13908 b",2013,"Radial Velocity",13.90000000,274.91000000,19.38200000000,79.55150000
"Kepler-108 b",2014,"Transit",8.65000000,56.00000000,49.18392100000,338.73200000
"Kepler-264 b",2014,"Transit",3.33000000,11.10000000,40.80623100000,942.17300000
"Kepler-279 b",2014,"Transit",3.62000000,4180.93000000,12.30968100000,1037.40000000
"Kepler-286 c",2014,"Transit",1.37000000,2.45000000,3.46809500000,1226.85000000
"GJ 667 C c",2013,"Radial Velocity",1.77000000,3.80000000,28.14000000000,7.24396000
"HD 13908 c",2013,"Radial Velocity",12.80000000,1630.40000000,931.00000000000,79.55150000
"HD 159243 b",2013,"Radial Velocity",13.70000000,359.13000000,12.62000000000,73.30550000
"Kepler-261 b",2014,"Transit",2.18000000,5.39000000,10.38122700000,317.49900000
"HIP 57274 c",2011,"Radial Velocity",14.20000000,130.00000000,32.03000000000,25.86180000
"Kepler-292 d",2014,"Transit",2.23000000,5.60000000,7.05567900000,1056.48000000
"GJ 667 C f",2013,"Radial Velocity",1.45000000,2.70000000,39.02600000000,7.24396000
"HD 73526 c",2005,"Radial Velocity",13.30000000,715.09000000,379.10000000000,97.23960000
"HD 106906 b",2013,"Imaging",12.40000000,3496.00000000,,103.02900000
"Kepler-119 b",2014,"Transit",3.60000000,12.60000000,2.42208200000,701.99600000
"HD 220074 b",2012,"Radial Velocity",12.20000000,5288.69120000,672.09998000000,324.54000000
"Kepler-297 c",2014,"Transit",6.54000000,42.10000000,74.92013700000,692.14000000
"Kepler-343 b",2014,"Transit",2.41000000,6.39000000,8.96855000000,927.19300000
"Kepler-282 d",2013,"Transit",2.46000000,61.00000000,24.80600000000,1337.61000000
"Kepler-158 b",2014,"Transit",2.12000000,5.14000000,16.70918400000,315.17700000
"Kepler-273 b",2014,"Transit",1.50000000,2.86000000,2.93653200000,713.96400000
"Kepler-677 b",2016,"Transit",5.38000000,25.00000000,6.57531678000,1954.08000000
"Kepler-306 b",2014,"Transit",1.52000000,2.92000000,4.64618600000,775.67900000
"Kepler-267 d",2014,"Transit",2.27000000,5.77000000,28.46451500000,264.99300000
"DP Leo b",2009,"Eclipse Timing Variations",12.70000000,1995.88832000,10220.00000000000,305.68400000
"HAT-P-19 b",2010,"Transit",11.29865255,88.03846874,4.00878322000,202.07800000
"HAT-P-34 b",2011,"Transit",13.41717300,1058.37390000,5.45265400000,249.32500000
"WASP-11 b",2008,"Transit",12.44199000,251.08570000,3.72247000000,124.73000000
"WASP-37 b",2010,"Transit",13.00200000,572.07000000,3.57746900000,392.79100000
"WASP-90 b",2016,"Transit",18.27067000,200.23290000,3.91624300000,466.43300000
"K2-26 b",2016,"Transit",2.67000000,7.61000000,14.56650000000,99.05040000
"Kepler-276 c",2013,"Transit",2.90000000,16.60000000,31.88400000000,1144.86000000
"Kepler-305 b",2013,"Transit",3.60000000,10.50000000,5.48700000000,868.47700000
"Kepler-266 b",2014,"Transit",2.48000000,6.71000000,6.61833000000,1370.79000000
"Kepler-121 c",2014,"Transit",2.27000000,5.77000000,41.00801100000,510.52300000
"Kepler-338 d",2014,"Transit",3.00000000,9.27000000,44.43101400000,552.79800000
"2MASS J01225093-2439505 b",2013,"Imaging",11.20900000,7786.50000000,,33.82810000
"WASP-52 b",2012,"Transit",14.24000000,146.20000000,1.74977980000,174.81800000
"WASP-75 b",2013,"Transit",14.23500000,340.06000000,2.48419300000,294.00100000
"WASP-135 b",2015,"Transit",14.57170000,603.87700000,1.40137940000,298.21400000
"HD 222237 b",2024,"Radial Velocity",12.80000000,1649.52943233,14892.00000000000,11.44690000
"Kepler-126 d",2014,"Transit",2.50000000,54.59018723,100.28313400000,237.40100000
"Kepler-381 c",2014,"Transit",1.12000000,1.46000000,13.39163500000,267.32300000
"Kepler-249 d",2014,"Transit",1.57000000,3.09000000,15.36845900000,190.40100000
"Kepler-254 d",2014,"Transit",2.50000000,6.80000000,18.74647700000,1389.48000000
"Kepler-363 d",2014,"Transit",2.05000000,4.86000000,11.93212500000,762.59600000
"Kepler-366 b",2014,"Transit",1.46000000,2.73000000,3.28195900000,1856.28000000
"Kepler-141 b",2014,"Transit",0.69000000,0.25700000,3.10767500000,301.18300000
"Kepler-142 d",2014,"Transit",2.16000000,5.31000000,41.80911800000,548.68600000
"Kepler-400 b",2014,"Transit",1.65000000,3.36000000,9.02438900000,845.97000000
"Kepler-204 c",2014,"Transit",1.79000000,3.86000000,25.66059300000,686.72300000
"WASP-41 c",2015,"Radial Velocity",13.10000000,1010.69940000,421.00000000000,163.37100000
"Kepler-312 c",2014,"Transit",3.15000000,10.10000000,19.74741200000,797.72000000
"Kepler-286 d",2014,"Transit",1.33000000,2.33000000,5.91432300000,1226.85000000
"Kepler-91 b",2013,"Transit",15.32270300,257.44230000,6.24658000000,1294.69000000
"TOI-4495 b",2026,"Transit",2.48300000,7.70000000,2.56699000000,132.21400000
"HD 176986 d",2026,"Radial Velocity",2.49000000,6.76000000,61.37600000000,27.78430000
"Kepler-354 b",2014,"Transit",1.84000000,4.04000000,5.47666000000,554.06400000
"Kepler-368 b",2014,"Transit",3.26000000,10.70000000,26.84768000000,770.97800000
"Kepler-135 b",2014,"Transit",1.81000000,3.93000000,6.00253000000,621.85500000
"Kepler-383 b",2014,"Transit",1.32000000,2.30000000,12.90453200000,470.00000000
"HAT-P-66 b",2016,"Transit",17.82231000,248.86089000,2.97208600000,935.45600000
"WASP-118 b",2016,"Transit",16.14096000,163.36462000,4.04604350000,376.65800000
"WASP-7 b",2008,"Transit",14.90797000,305.11680000,4.95464160000,162.30300000
"XO-4 b",2010,"Transit",14.01125000,451.31860000,4.12508000000,272.65500000
"KELT-2 A b",2012,"Transit",15.13215000,540.31100000,4.11379000000,134.05800000
"K2-30 b",2016,"Transit",11.64615100,184.02357000,4.09850300000,333.04200000
"WASP-101 b",2014,"Transit",16.02887000,162.09330000,3.58572000000,201.22400000
"Kepler-104 c",2014,"Transit",3.13000000,7.14430805,23.66820500000,400.78500000
"Kepler-369 c",2014,"Transit",1.41000000,2.57000000,14.87157200000,214.00000000
"Kepler-371 b",2014,"Transit",1.89000000,4.23000000,34.76327800000,813.19200000
"Kepler-147 b",2014,"Transit",1.53000000,2.96000000,12.61058400000,1042.02000000
"Kepler-132 d",2014,"Transit",1.55000000,3.02000000,18.01019900000,349.54900000
"Kepler-208 c",2014,"Transit",1.39000000,2.51000000,7.46662300000,775.32800000
"Kepler-487 c",2016,"Transit",2.68000000,7.65000000,38.65199760000,872.34300000
"Kepler-316 c",2014,"Transit",1.16000000,1.65000000,6.82776600000,384.93800000
"Kepler-313 b",2014,"Transit",2.53000000,6.94000000,14.97041800000,1079.39524871
"Kepler-372 c",2014,"Transit",2.09000000,5.02000000,20.05376300000,1493.95000000
"Kepler-373 b",2014,"Transit",1.36000000,2.42000000,5.53530900000,1090.45000000
"Kepler-151 c",2014,"Transit",2.09000000,5.02000000,24.67461200000,649.91900000
"Kepler-386 c",2014,"Transit",1.58000000,3.12000000,25.19345800000,882.46200000
"Kepler-215 c",2014,"Transit",1.77000000,3.78000000,14.66710800000,485.99700000
"Kepler-404 b",2014,"Transit",1.27000000,2.15000000,11.82985100000,812.52400000
"HD 3167 d",2017,"Radial Velocity",1.92000000,4.33000000,8.41120000000,47.28990000
"Kepler-317 b",2014,"Transit",2.09000000,109.80000000,5.52424200000,940.58400000
"Kepler-319 c",2014,"Transit",2.63000000,7.41000000,6.94135700000,503.43600000
"Kepler-375 c",2014,"Transit",2.65000000,7.51000000,19.98632600000,1238.81000000
"Kepler-356 c",2014,"Transit",1.81000000,3.93000000,13.12163200000,707.55900000
"Kepler-387 b",2014,"Transit",1.03000000,1.08000000,6.79163600000,801.05200000
"Kepler-388 b",2014,"Transit",0.81000000,0.45700000,3.17331500000,425.00000000
"Kepler-224 e",2014,"Transit",1.97000000,4.54000000,18.64357700000,782.08800000
"Kepler-226 d",2014,"Transit",1.22000000,1.98000000,8.10904400000,980.13800000
"Kepler-348 b",2014,"Transit",1.52000000,2.92000000,7.05677000000,570.78300000
"Kepler-338 b",2014,"Transit",2.44000000,30.60000000,13.72697600000,552.79800000
"Kepler-376 c",2014,"Transit",1.79000000,3.86000000,14.17232700000,923.06700000
"Kepler-377 c",2014,"Transit",2.06000000,4.90000000,27.01497600000,823.80400000
"Kepler-389 b",2014,"Transit",1.51000000,2.89000000,3.24410700000,816.55900000
"Kepler-118 b",2014,"Transit",1.96000000,4.50000000,7.51849600000,574.22800000
"Kepler-123 c",2014,"Transit",1.48000000,2.79000000,26.69507400000,1021.66000000
"Kepler-243 c",2014,"Transit",1.99000000,4.62000000,20.02621800000,693.86000000
"GJ 3470 b",2012,"Radial Velocity",4.57000000,13.90000000,3.33664960000,29.42140000
"Kepler-379 c",2014,"Transit",2.29000000,5.86000000,62.78469700000,731.27400000
"Kepler-112 c",2014,"Transit",2.40000000,6.35000000,28.57426300000,513.20600000
"Kepler-137 c",2014,"Transit",1.88000000,4.19000000,18.73575300000,302.97900000
"Kepler-390 b",2014,"Transit",0.82000000,0.47700000,6.73808800000,435.27700000
"HD 221420 b",2019,"Radial Velocity",12.00000000,7278.27052030,10090.00000000000,31.14150000
"Kepler-351 c",2014,"Transit",3.19000000,11.10000000,57.24809000000,1083.91000000
"Kepler-327 b",2014,"Transit",1.11000000,1.41000000,2.54957500000,241.98700000
"Kepler-114 b",2014,"Transit",1.26000000,1.09000000,5.18854900000,259.53300000
"Kepler-358 c",2014,"Transit",2.85000000,8.50000000,83.48836900000,1101.10000000
"Kepler-169 c",2014,"Transit",1.21000000,1.92000000,6.19546900000,406.52900000
"Kepler-236 b",2014,"Transit",1.57000000,3.09000000,8.29561100000,288.76300000
"Kepler-141 c",2014,"Transit",1.41000000,2.57000000,7.01060600000,301.18300000
"Kepler-858 b",2016,"Transit",4.87000000,21.10000000,76.13602028000,298.53200000
"Kepler-855 b",2016,"Transit",8.35000000,52.70000000,7.88663110400,1506.58000000
"Kepler-321 c",2014,"Transit",2.32000000,5.99000000,13.09392100000,384.54200000
"Kepler-349 b",2014,"Transit",1.90000000,94.50000000,5.92977800000,940.72400000
"Kepler-353 c",2014,"Transit",1.38000000,2.48000000,8.41089400000,384.69400000
"Kepler-359 c",2014,"Transit",4.30000000,2.90000000,57.68802000000,1443.21000000
"Kepler-173 b",2014,"Transit",1.29000000,2.21000000,4.26374200000,833.16500000
"K2-29 b",2016,"Transit",13.33871000,232.01590000,3.25883210000,178.47500000
"Kepler-180 b",2014,"Transit",1.50000000,2.86000000,13.81712400000,695.65000000
"Kepler-244 d",2014,"Transit",2.31000000,15.20000000,20.05040100000,1036.49000000
"Kepler-254 c",2014,"Transit",2.15000000,3.20000000,12.41218300000,1389.48000000
"WASP-92 b",2016,"Transit",16.37634900,255.85315000,2.17467420000,575.88900000
"HD 108202 b",2023,"Radial Velocity",13.10000000,953.48522100,2990.00000000000,38.68460000
"Kepler-330 c",2014,"Transit",1.95000000,4.46000000,15.95538700000,717.52700000
"Kepler-1243 b",2016,"Transit",1.75000000,3.71000000,16.83207290000,758.17000000
"Kepler-360 b",2014,"Transit",1.65000000,3.36000000,3.28967200000,876.04400000
"Kepler-49 e",2014,"Transit",1.56000000,1.03815000,18.59610800000,311.22200000
"Kepler-140 b",2014,"Transit",1.61000000,3.22000000,3.25427000000,583.85900000
"Kepler-122 d",2014,"Transit",2.20000000,5.48000000,21.58747500000,1027.45000000
"HD 27894 c",2017,"Radial Velocity",8.24000000,51.48846000,36.07000000000,43.82140000
"Kepler-268 c",2014,"Transit",3.38000000,11.40000000,83.44639300000,851.87000000
"Kepler-171 c",2014,"Transit",2.56000000,7.08000000,11.46346200000,863.85500000
"Kepler-133 c",2014,"Transit",2.84000000,8.45000000,31.51758600000,653.60000000
"Kepler-185 b",2014,"Transit",1.17000000,1.71000000,1.63290000000,466.73500000
"HD 68988 c",2021,"Radial Velocity",12.20000000,4776.96095721,16000.00000000000,60.84470000
"Kepler-346 b",2014,"Transit",2.66000000,7.56000000,6.51112700000,984.10500000
"Kepler-718 b",2016,"Transit",16.56000000,,2.05234990500,1302.33000000
"Kepler-720 b",2016,"Transit",8.41000000,53.40000000,4.70832654200,1065.37000000
"Kepler-1241 b",2016,"Transit",2.63000000,7.41000000,18.55257010000,968.72200000
"Kepler-495 b",2016,"Transit",5.23000000,23.80000000,3.41303622100,658.92400000
"Kepler-281 b",2014,"Transit",2.82000000,324.00000000,14.64600800000,1745.45000000
"Kepler-288 b",2014,"Transit",1.67000000,3.43000000,6.09732600000,1194.15000000
"Kepler-394 b",2014,"Transit",1.60000000,3.19000000,8.00501300000,1058.72000000
"Kepler-189 b",2014,"Transit",1.21000000,1.92000000,10.39993100000,591.53400000
"HD 168443 b",1998,"Radial Velocity",12.60000000,2424.39508860,58.11187000000,39.62450000
"Kepler-148 b",2014,"Transit",1.80000000,3.89000000,1.72936600000,791.16300000
"Kepler-178 c",2014,"Transit",2.88000000,8.65000000,20.55280200000,716.02500000
"Kepler-686 b",2016,"Transit",12.15000000,,1.59474546300,1490.94000000
"Kepler-468 b",2016,"Transit",13.34000000,,38.47875706700,442.87100000
"Kepler-953 c",2016,"Transit",1.19000000,1.81000000,9.10967112000,258.89300000
"Kepler-342 b",2014,"Transit",2.25000000,5.69000000,15.17031800000,781.61100000
"Kepler-334 c",2014,"Transit",1.43000000,2.63000000,12.75800500000,426.59000000
"Kepler-291 c",2014,"Transit",1.88000000,4.19000000,5.70078600000,1786.48000000
"Kepler-298 c",2014,"Transit",1.93000000,4.38000000,22.92881000000,518.20400000
"Kepler-190 c",2014,"Transit",1.46000000,2.73000000,3.76302400000,433.38700000
"Kepler-191 c",2014,"Transit",1.86000000,4.12000000,17.73850600000,594.46400000
"BD-08 2823 c",2009,"Radial Velocity",12.50000000,104.00000000,237.60000000000,41.33420000
"HD 10180 f",2010,"Radial Velocity",5.24000000,23.90000000,122.74400000000,38.96070000
"Kepler-207 c",2014,"Transit",1.50000000,2.86000000,3.07157100000,875.51900000
"Kepler-224 b",2014,"Transit",1.39000000,2.51000000,3.13292400000,782.08800000
"HD 16905 b",2022,"Radial Velocity",12.40000000,3591.46099910,10256.00000000000,39.74010000
"Kepler-337 c",2014,"Transit",2.05000000,4.86000000,9.69320100000,677.97500000
"Kepler-299 d",2014,"Transit",1.86000000,4.12000000,15.05478600000,1052.24000000
"Kepler-953 b",2016,"Transit",4.21000000,16.50000000,88.40655258000,258.89300000
"Kepler-493 b",2016,"Transit",15.13000000,,3.00387658100,1745.77000000
"Kepler-303 c",2014,"Transit",1.14000000,1.55000000,7.06114900000,209.73800000
"Kepler-137 b",2014,"Transit",1.47000000,2.76000000,8.43638700000,302.97900000
"HD 187123 c",2008,"Radial Velocity",13.20000000,912.16752809,3810.00000000000,45.95480000
"Kepler-228 b",2014,"Transit",1.53000000,2.96000000,2.56654600000,1644.61000000
"Kepler-238 c",2014,"Transit",2.39000000,152.52200000,6.15555700000,1798.75000000
"HD 62364 c",2022,"Radial Velocity",12.00000000,7923.46218651,74839.94555000000,53.11200000
